User,Compair_01,Compair_02,Result
User_253,Sample_054,Sample_057,1
User_253,Sample_061,Sample_137,1
User_253,Sample_081,Sample_111,1
User_253,Sample_034,Sample_110,-1
User_253,Sample_002,Sample_012,1
User_253,Sample_102,Sample_159,-1
User_253,Sample_017,Sample_019,1
User_253,Sample_107,Sample_134,-1
User_253,Sample_070,Sample_097,-1
User_253,Sample_116,Sample_123,1
User_253,Sample_037,Sample_057,-1
User_253,Sample_037,Sample_137,-1
User_253,Sample_068,Sample_137,1
User_253,Sample_115,Sample_125,1
User_253,Sample_010,Sample_066,1
User_253,Sample_085,Sample_138,1
User_253,Sample_034,Sample_050,1
User_253,Sample_018,Sample_063,1
User_253,Sample_083,Sample_108,1
User_253,Sample_016,Sample_056,1
User_253,Sample_046,Sample_074,1
User_253,Sample_021,Sample_046,1
User_253,Sample_088,Sample_150,-1
User_253,Sample_066,Sample_119,-1
User_253,Sample_044,Sample_121,-1
User_253,Sample_066,Sample_092,1
User_253,Sample_018,Sample_034,-1
User_253,Sample_022,Sample_139,1
User_253,Sample_004,Sample_064,1
User_253,Sample_024,Sample_095,1
User_253,Sample_070,Sample_151,-1
User_253,Sample_072,Sample_140,-1
User_253,Sample_065,Sample_109,-1
User_253,Sample_111,Sample_134,-1
User_253,Sample_052,Sample_152,1
User_253,Sample_034,Sample_051,-1
User_253,Sample_058,Sample_090,1
User_253,Sample_031,Sample_035,-1
User_253,Sample_004,Sample_030,-1
User_253,Sample_134,Sample_153,1
User_253,Sample_057,Sample_119,-1
User_253,Sample_020,Sample_098,-1
User_253,Sample_016,Sample_080,1
User_253,Sample_085,Sample_149,1
User_253,Sample_021,Sample_022,1
User_253,Sample_050,Sample_086,1
User_253,Sample_034,Sample_081,1
User_253,Sample_027,Sample_040,1
User_253,Sample_105,Sample_158,1
User_253,Sample_050,Sample_128,-1
User_253,Sample_019,Sample_088,1
User_253,Sample_066,Sample_100,1
User_253,Sample_052,Sample_124,1
User_253,Sample_028,Sample_128,-1
User_253,Sample_011,Sample_074,1
User_253,Sample_080,Sample_146,-1
User_253,Sample_004,Sample_125,-1
User_253,Sample_056,Sample_119,-1
User_253,Sample_089,Sample_094,1
User_253,Sample_063,Sample_117,-1
User_253,Sample_095,Sample_106,-1
User_253,Sample_023,Sample_095,1
User_253,Sample_021,Sample_144,1
User_253,Sample_047,Sample_147,1
User_253,Sample_123,Sample_144,1
User_253,Sample_017,Sample_070,1
User_253,Sample_015,Sample_158,1
User_253,Sample_006,Sample_086,1
User_253,Sample_055,Sample_150,-1
User_253,Sample_135,Sample_153,1
User_253,Sample_013,Sample_098,1
User_253,Sample_069,Sample_158,-1
User_253,Sample_029,Sample_102,1
User_253,Sample_074,Sample_136,-1
User_253,Sample_122,Sample_129,1
User_253,Sample_092,Sample_093,1
User_253,Sample_076,Sample_103,1
User_253,Sample_017,Sample_034,-1
User_253,Sample_046,Sample_110,-1
User_253,Sample_060,Sample_070,1
User_253,Sample_030,Sample_102,1
User_253,Sample_001,Sample_016,1
User_253,Sample_091,Sample_131,1
User_253,Sample_103,Sample_137,1
User_253,Sample_035,Sample_156,1
User_253,Sample_030,Sample_059,-1
User_253,Sample_032,Sample_057,1
User_253,Sample_004,Sample_131,-1
User_253,Sample_068,Sample_141,1
User_253,Sample_080,Sample_157,-1
User_253,Sample_016,Sample_086,1
User_253,Sample_014,Sample_119,1
User_253,Sample_061,Sample_082,1
User_253,Sample_034,Sample_125,1
User_253,Sample_109,Sample_142,1
User_253,Sample_002,Sample_060,1
User_253,Sample_068,Sample_149,1
User_253,Sample_051,Sample_152,1
User_374,Sample_100,Sample_149,1
User_374,Sample_005,Sample_114,-1
User_374,Sample_043,Sample_142,1
User_374,Sample_041,Sample_067,1
User_374,Sample_028,Sample_112,1
User_374,Sample_090,Sample_150,-1
User_374,Sample_035,Sample_038,1
User_374,Sample_099,Sample_108,1
User_374,Sample_033,Sample_056,1
User_374,Sample_064,Sample_145,-1
User_374,Sample_010,Sample_060,1
User_374,Sample_029,Sample_041,-1
User_374,Sample_117,Sample_133,-1
User_374,Sample_001,Sample_135,-1
User_374,Sample_038,Sample_155,1
User_374,Sample_029,Sample_069,-1
User_374,Sample_124,Sample_155,-1
User_374,Sample_071,Sample_105,1
User_374,Sample_098,Sample_100,1
User_374,Sample_038,Sample_069,-1
User_374,Sample_108,Sample_147,-1
User_374,Sample_025,Sample_047,-1
User_374,Sample_039,Sample_126,-1
User_374,Sample_011,Sample_150,-1
User_374,Sample_068,Sample_150,1
User_374,Sample_029,Sample_081,1
User_374,Sample_125,Sample_155,1
User_374,Sample_008,Sample_054,-1
User_374,Sample_009,Sample_067,1
User_374,Sample_009,Sample_016,1
User_374,Sample_050,Sample_084,-1
User_374,Sample_067,Sample_151,-1
User_374,Sample_092,Sample_123,1
User_374,Sample_113,Sample_155,1
User_374,Sample_016,Sample_077,1
User_374,Sample_054,Sample_070,-1
User_374,Sample_090,Sample_105,1
User_374,Sample_019,Sample_027,1
User_374,Sample_091,Sample_101,1
User_374,Sample_027,Sample_042,1
User_374,Sample_085,Sample_118,-1
User_374,Sample_084,Sample_132,1
User_374,Sample_092,Sample_141,1
User_374,Sample_067,Sample_101,1
User_374,Sample_077,Sample_119,1
User_374,Sample_040,Sample_134,-1
User_374,Sample_043,Sample_124,1
User_374,Sample_126,Sample_142,1
User_374,Sample_023,Sample_084,-1
User_374,Sample_083,Sample_160,1
User_374,Sample_027,Sample_090,1
User_374,Sample_043,Sample_157,1
User_374,Sample_016,Sample_082,1
User_374,Sample_007,Sample_072,1
User_374,Sample_016,Sample_088,1
User_374,Sample_072,Sample_079,1
User_374,Sample_115,Sample_155,1
User_374,Sample_072,Sample_113,1
User_374,Sample_034,Sample_153,1
User_374,Sample_076,Sample_149,1
User_374,Sample_085,Sample_151,1
User_374,Sample_062,Sample_103,-1
User_374,Sample_111,Sample_113,-1
User_374,Sample_001,Sample_048,-1
User_374,Sample_055,Sample_133,1
User_374,Sample_034,Sample_075,1
User_374,Sample_046,Sample_078,1
User_374,Sample_121,Sample_145,1
User_374,Sample_033,Sample_064,-1
User_374,Sample_063,Sample_147,1
User_374,Sample_041,Sample_068,1
User_374,Sample_036,Sample_083,-1
User_374,Sample_034,Sample_064,1
User_374,Sample_039,Sample_101,1
User_374,Sample_009,Sample_080,1
User_374,Sample_092,Sample_131,1
User_374,Sample_014,Sample_036,-1
User_374,Sample_118,Sample_147,-1
User_374,Sample_001,Sample_115,-1
User_374,Sample_088,Sample_121,-1
User_374,Sample_062,Sample_086,-1
User_374,Sample_073,Sample_160,1
User_374,Sample_012,Sample_085,1
User_374,Sample_013,Sample_125,1
User_374,Sample_065,Sample_137,-1
User_374,Sample_034,Sample_117,1
User_374,Sample_069,Sample_070,1
User_374,Sample_122,Sample_126,1
User_374,Sample_106,Sample_122,-1
User_374,Sample_130,Sample_134,-1
User_374,Sample_079,Sample_136,-1
User_374,Sample_013,Sample_122,1
User_374,Sample_036,Sample_080,1
User_374,Sample_028,Sample_160,1
User_374,Sample_106,Sample_160,-1
User_374,Sample_078,Sample_122,1
User_374,Sample_022,Sample_089,-1
User_374,Sample_019,Sample_070,-1
User_374,Sample_138,Sample_143,1
User_374,Sample_094,Sample_106,-1
User_012,Sample_001,Sample_018,1
User_012,Sample_027,Sample_137,-1
User_012,Sample_047,Sample_070,-1
User_012,Sample_044,Sample_120,-1
User_012,Sample_004,Sample_119,-1
User_012,Sample_040,Sample_145,1
User_012,Sample_020,Sample_085,1
User_012,Sample_024,Sample_132,-1
User_012,Sample_001,Sample_006,1
User_012,Sample_014,Sample_097,-1
User_012,Sample_031,Sample_084,-1
User_012,Sample_071,Sample_095,1
User_012,Sample_036,Sample_118,-1
User_012,Sample_015,Sample_073,1
User_012,Sample_054,Sample_092,1
User_012,Sample_003,Sample_109,-1
User_012,Sample_081,Sample_096,1
User_012,Sample_042,Sample_110,1
User_012,Sample_013,Sample_159,-1
User_012,Sample_085,Sample_123,-1
User_012,Sample_099,Sample_153,-1
User_012,Sample_061,Sample_133,1
User_012,Sample_032,Sample_091,-1
User_012,Sample_085,Sample_156,-1
User_012,Sample_078,Sample_116,1
User_012,Sample_083,Sample_154,-1
User_012,Sample_011,Sample_101,-1
User_012,Sample_131,Sample_145,1
User_012,Sample_078,Sample_107,-1
User_012,Sample_066,Sample_108,1
User_012,Sample_081,Sample_120,1
User_012,Sample_004,Sample_025,-1
User_012,Sample_035,Sample_158,1
User_012,Sample_083,Sample_147,-1
User_012,Sample_002,Sample_143,1
User_012,Sample_086,Sample_140,-1
User_012,Sample_019,Sample_098,1
User_012,Sample_026,Sample_156,-1
User_012,Sample_042,Sample_112,-1
User_012,Sample_020,Sample_042,1
User_012,Sample_089,Sample_127,-1
User_012,Sample_044,Sample_047,-1
User_012,Sample_004,Sample_061,-1
User_012,Sample_015,Sample_048,1
User_012,Sample_110,Sample_149,-1
User_012,Sample_006,Sample_127,-1
User_012,Sample_017,Sample_070,-1
User_012,Sample_061,Sample_136,-1
User_012,Sample_040,Sample_062,-1
User_012,Sample_024,Sample_079,-1
User_012,Sample_117,Sample_146,-1
User_012,Sample_047,Sample_091,1
User_012,Sample_008,Sample_053,-1
User_012,Sample_079,Sample_135,-1
User_012,Sample_006,Sample_084,-1
User_012,Sample_023,Sample_040,-1
User_012,Sample_061,Sample_092,1
User_012,Sample_117,Sample_122,-1
User_012,Sample_072,Sample_136,-1
User_012,Sample_034,Sample_099,1
User_012,Sample_050,Sample_098,1
User_012,Sample_014,Sample_093,-1
User_012,Sample_030,Sample_106,-1
User_012,Sample_126,Sample_150,1
User_012,Sample_061,Sample_122,-1
User_012,Sample_073,Sample_113,-1
User_012,Sample_052,Sample_061,-1
User_012,Sample_062,Sample_076,1
User_012,Sample_025,Sample_048,-1
User_012,Sample_053,Sample_148,1
User_012,Sample_029,Sample_099,1
User_012,Sample_012,Sample_083,-1
User_012,Sample_005,Sample_130,-1
User_012,Sample_066,Sample_080,1
User_012,Sample_009,Sample_103,1
User_012,Sample_029,Sample_081,-1
User_012,Sample_018,Sample_099,-1
User_012,Sample_095,Sample_134,1
User_012,Sample_033,Sample_049,-1
User_012,Sample_033,Sample_080,1
User_012,Sample_084,Sample_110,1
User_012,Sample_059,Sample_107,-1
User_012,Sample_024,Sample_148,-1
User_012,Sample_096,Sample_119,1
User_012,Sample_062,Sample_101,1
User_012,Sample_031,Sample_142,-1
User_012,Sample_111,Sample_142,-1
User_012,Sample_059,Sample_119,1
User_012,Sample_006,Sample_142,-1
User_012,Sample_024,Sample_035,-1
User_012,Sample_047,Sample_056,1
User_012,Sample_006,Sample_116,-1
User_012,Sample_037,Sample_050,-1
User_012,Sample_032,Sample_111,1
User_012,Sample_116,Sample_156,-1
User_012,Sample_104,Sample_139,-1
User_012,Sample_004,Sample_150,-1
User_012,Sample_100,Sample_127,-1
User_012,Sample_031,Sample_130,1
User_012,Sample_007,Sample_031,-1
User_012,Sample_032,Sample_148,-1
User_133,Sample_131,Sample_153,1
User_133,Sample_039,Sample_120,-1
User_133,Sample_084,Sample_127,1
User_133,Sample_020,Sample_076,1
User_133,Sample_075,Sample_106,-1
User_133,Sample_031,Sample_150,1
User_133,Sample_078,Sample_120,-1
User_133,Sample_012,Sample_052,-1
User_133,Sample_030,Sample_087,1
User_133,Sample_042,Sample_101,-1
User_133,Sample_071,Sample_145,-1
User_133,Sample_025,Sample_092,-1
User_133,Sample_006,Sample_074,-1
User_133,Sample_064,Sample_149,-1
User_133,Sample_148,Sample_154,1
User_133,Sample_070,Sample_074,-1
User_133,Sample_122,Sample_146,1
User_133,Sample_012,Sample_041,-1
User_133,Sample_015,Sample_080,1
User_133,Sample_115,Sample_134,-1
User_133,Sample_068,Sample_126,1
User_133,Sample_060,Sample_089,1
User_133,Sample_054,Sample_119,1
User_133,Sample_011,Sample_092,1
User_133,Sample_099,Sample_152,1
User_133,Sample_097,Sample_122,-1
User_133,Sample_066,Sample_131,-1
User_133,Sample_138,Sample_142,-1
User_133,Sample_128,Sample_136,-1
User_133,Sample_032,Sample_072,1
User_133,Sample_023,Sample_070,-1
User_133,Sample_021,Sample_080,1
User_133,Sample_076,Sample_111,1
User_133,Sample_030,Sample_133,1
User_133,Sample_009,Sample_090,-1
User_133,Sample_024,Sample_028,1
User_133,Sample_087,Sample_117,-1
User_133,Sample_062,Sample_114,1
User_133,Sample_140,Sample_142,1
User_133,Sample_010,Sample_148,1
User_133,Sample_068,Sample_112,1
User_133,Sample_032,Sample_105,1
User_133,Sample_037,Sample_043,-1
User_133,Sample_017,Sample_054,-1
User_133,Sample_057,Sample_077,-1
User_133,Sample_117,Sample_128,1
User_133,Sample_024,Sample_138,1
User_133,Sample_033,Sample_156,1
User_133,Sample_092,Sample_145,-1
User_133,Sample_026,Sample_084,-1
User_133,Sample_107,Sample_133,-1
User_133,Sample_018,Sample_116,-1
User_133,Sample_069,Sample_145,1
User_133,Sample_044,Sample_152,1
User_133,Sample_029,Sample_076,-1
User_133,Sample_007,Sample_147,1
User_133,Sample_101,Sample_120,-1
User_133,Sample_059,Sample_082,1
User_133,Sample_015,Sample_060,-1
User_133,Sample_128,Sample_140,1
User_133,Sample_057,Sample_080,1
User_133,Sample_027,Sample_061,-1
User_133,Sample_068,Sample_158,-1
User_133,Sample_037,Sample_044,-1
User_133,Sample_010,Sample_049,1
User_133,Sample_062,Sample_148,1
User_133,Sample_010,Sample_090,-1
User_133,Sample_048,Sample_059,-1
User_133,Sample_130,Sample_142,-1
User_133,Sample_042,Sample_128,-1
User_133,Sample_041,Sample_136,-1
User_133,Sample_026,Sample_150,-1
User_133,Sample_012,Sample_082,-1
User_133,Sample_013,Sample_160,1
User_133,Sample_002,Sample_047,-1
User_133,Sample_074,Sample_156,-1
User_133,Sample_066,Sample_146,1
User_133,Sample_130,Sample_155,1
User_133,Sample_006,Sample_048,-1
User_133,Sample_031,Sample_111,1
User_133,Sample_004,Sample_065,-1
User_133,Sample_023,Sample_150,-1
User_133,Sample_018,Sample_025,-1
User_133,Sample_012,Sample_154,-1
User_133,Sample_099,Sample_128,-1
User_133,Sample_001,Sample_019,1
User_133,Sample_085,Sample_095,1
User_133,Sample_040,Sample_058,-1
User_133,Sample_072,Sample_153,-1
User_133,Sample_097,Sample_150,-1
User_133,Sample_041,Sample_044,-1
User_133,Sample_097,Sample_111,-1
User_133,Sample_051,Sample_062,1
User_133,Sample_022,Sample_129,-1
User_133,Sample_003,Sample_075,1
User_133,Sample_014,Sample_157,1
User_133,Sample_041,Sample_142,-1
User_133,Sample_083,Sample_126,1
User_133,Sample_002,Sample_110,1
User_133,Sample_001,Sample_156,1
User_133,Sample_031,Sample_080,-1
User_254,Sample_016,Sample_079,1
User_254,Sample_032,Sample_066,-1
User_254,Sample_012,Sample_057,-1
User_254,Sample_028,Sample_045,-1
User_254,Sample_009,Sample_095,1
User_254,Sample_095,Sample_116,-1
User_254,Sample_035,Sample_143,-1
User_254,Sample_004,Sample_012,1
User_254,Sample_008,Sample_054,-1
User_254,Sample_084,Sample_091,1
User_254,Sample_094,Sample_132,-1
User_254,Sample_042,Sample_095,1
User_254,Sample_014,Sample_130,-1
User_254,Sample_021,Sample_083,1
User_254,Sample_007,Sample_087,1
User_254,Sample_002,Sample_106,1
User_254,Sample_124,Sample_136,1
User_254,Sample_008,Sample_064,1
User_254,Sample_084,Sample_125,-1
User_254,Sample_003,Sample_156,1
User_254,Sample_015,Sample_132,-1
User_254,Sample_139,Sample_153,-1
User_254,Sample_085,Sample_121,1
User_254,Sample_034,Sample_095,1
User_254,Sample_013,Sample_142,-1
User_254,Sample_006,Sample_069,1
User_254,Sample_077,Sample_109,1
User_254,Sample_013,Sample_121,-1
User_254,Sample_056,Sample_099,1
User_254,Sample_048,Sample_129,1
User_254,Sample_084,Sample_085,1
User_254,Sample_044,Sample_065,1
User_254,Sample_007,Sample_074,-1
User_254,Sample_028,Sample_029,-1
User_254,Sample_095,Sample_129,1
User_254,Sample_080,Sample_081,1
User_254,Sample_044,Sample_102,1
User_254,Sample_056,Sample_150,1
User_254,Sample_017,Sample_135,-1
User_254,Sample_076,Sample_105,-1
User_254,Sample_056,Sample_149,1
User_254,Sample_004,Sample_108,-1
User_254,Sample_005,Sample_126,1
User_254,Sample_038,Sample_058,-1
User_254,Sample_059,Sample_080,1
User_254,Sample_021,Sample_042,1
User_254,Sample_115,Sample_120,-1
User_254,Sample_002,Sample_024,-1
User_254,Sample_016,Sample_087,1
User_254,Sample_028,Sample_149,-1
User_254,Sample_078,Sample_096,1
User_254,Sample_001,Sample_034,1
User_254,Sample_064,Sample_079,-1
User_254,Sample_006,Sample_157,1
User_254,Sample_057,Sample_132,-1
User_254,Sample_080,Sample_122,-1
User_254,Sample_042,Sample_073,-1
User_254,Sample_036,Sample_109,1
User_254,Sample_064,Sample_116,-1
User_254,Sample_131,Sample_135,-1
User_254,Sample_007,Sample_102,1
User_254,Sample_095,Sample_118,-1
User_254,Sample_021,Sample_034,1
User_254,Sample_037,Sample_130,-1
User_254,Sample_115,Sample_133,1
User_254,Sample_056,Sample_139,1
User_254,Sample_089,Sample_107,1
User_254,Sample_049,Sample_109,1
User_254,Sample_028,Sample_042,1
User_254,Sample_038,Sample_160,1
User_254,Sample_061,Sample_153,-1
User_254,Sample_017,Sample_042,1
User_254,Sample_069,Sample_077,-1
User_254,Sample_127,Sample_152,1
User_254,Sample_078,Sample_141,-1
User_254,Sample_049,Sample_101,-1
User_254,Sample_027,Sample_098,1
User_254,Sample_090,Sample_123,-1
User_254,Sample_021,Sample_091,1
User_254,Sample_074,Sample_130,1
User_254,Sample_085,Sample_120,-1
User_254,Sample_016,Sample_042,1
User_254,Sample_126,Sample_130,1
User_254,Sample_072,Sample_099,-1
User_254,Sample_060,Sample_096,1
User_254,Sample_027,Sample_127,1
User_254,Sample_128,Sample_141,-1
User_254,Sample_029,Sample_039,1
User_254,Sample_029,Sample_034,1
User_254,Sample_040,Sample_066,-1
User_254,Sample_062,Sample_117,-1
User_254,Sample_002,Sample_126,1
User_254,Sample_028,Sample_039,-1
User_254,Sample_028,Sample_133,1
User_254,Sample_095,Sample_138,1
User_254,Sample_016,Sample_116,-1
User_254,Sample_141,Sample_147,1
User_254,Sample_007,Sample_025,-1
User_254,Sample_027,Sample_060,-1
User_254,Sample_021,Sample_082,1
User_254,Sample_082,Sample_137,-1
User_375,Sample_044,Sample_081,-1
User_375,Sample_071,Sample_078,1
User_375,Sample_003,Sample_154,1
User_375,Sample_064,Sample_122,-1
User_375,Sample_020,Sample_080,1
User_375,Sample_060,Sample_108,1
User_375,Sample_085,Sample_101,-1
User_375,Sample_110,Sample_140,-1
User_375,Sample_018,Sample_155,1
User_375,Sample_028,Sample_125,-1
User_375,Sample_099,Sample_100,1
User_375,Sample_063,Sample_077,-1
User_375,Sample_074,Sample_092,-1
User_375,Sample_089,Sample_139,-1
User_375,Sample_028,Sample_073,1
User_375,Sample_010,Sample_035,1
User_375,Sample_005,Sample_115,1
User_375,Sample_097,Sample_152,1
User_375,Sample_102,Sample_137,1
User_375,Sample_020,Sample_102,1
User_375,Sample_031,Sample_126,1
User_375,Sample_107,Sample_127,-1
User_375,Sample_022,Sample_117,1
User_375,Sample_063,Sample_083,1
User_375,Sample_022,Sample_141,-1
User_375,Sample_090,Sample_138,-1
User_375,Sample_092,Sample_096,1
User_375,Sample_019,Sample_112,-1
User_375,Sample_065,Sample_088,1
User_375,Sample_073,Sample_084,-1
User_375,Sample_002,Sample_124,-1
User_375,Sample_124,Sample_140,1
User_375,Sample_101,Sample_112,1
User_375,Sample_007,Sample_155,-1
User_375,Sample_021,Sample_084,-1
User_375,Sample_064,Sample_094,-1
User_375,Sample_017,Sample_156,1
User_375,Sample_057,Sample_149,1
User_375,Sample_075,Sample_147,1
User_375,Sample_012,Sample_109,1
User_375,Sample_041,Sample_060,-1
User_375,Sample_048,Sample_108,1
User_375,Sample_019,Sample_102,-1
User_375,Sample_017,Sample_063,1
User_375,Sample_009,Sample_021,-1
User_375,Sample_036,Sample_066,-1
User_375,Sample_016,Sample_030,1
User_375,Sample_070,Sample_144,1
User_375,Sample_148,Sample_153,1
User_375,Sample_060,Sample_067,1
